age,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_duration_hours,sleep_quality_score,stress_level,caffeine_intake_cups,physical_activity_minutes,notifications_received_per_day,mental_fatigue_score,gender_Female,gender_Male,gender_Other,occupation_Designer,occupation_Doctor,occupation_Freelancer,occupation_Manager,occupation_Researcher,occupation_Software Engineer,occupation_Student,occupation_Teacher
0.3820536414151824,-0.11601998558902053,-0.36350840274011464,-0.11496129551492752,-0.15304207754988466,8.4,0.7031804289127574,0.08390698796481572,-1.5896828154402434,9.41,1,0,0,0,0,0,1,0,0,0,0
-0.618377773404905,-0.6169019059666976,-0.27689290485055496,-0.5825072342120028,0.20254888995470355,5.89,-1.4167840163480467,-1.5979056955829236,-0.5597619761527517,6.1,0,1,0,0,0,1,0,0,0,0,0
-1.3687013345199706,-1.7111362550994689,0.7624930698241611,1.6314602990300304,1.1935401108691313,1.0,-0.710129201261112,-1.1339573690869955,0.2219851669208865,1.65,1,0,0,0,0,0,0,0,0,1,0
0.3820536414151824,0.7046557762605578,1.5997762160899047,-1.139436955307049,-0.7010019291143328,10.0,-1.4167840163480467,0.48986177364875283,0.619063080863052,10.0,1,0,0,0,0,0,0,0,1,0,0
-0.1181620659948613,1.1400377532042312,0.9934677308629869,-0.10120994437677854,-0.5086330450544734,8.62,1.4098352439996922,-1.5689089251769281,1.3387667998832269,7.75,1,0,0,0,0,0,1,0,0,0,0
0.8822693488252261,-0.23160812106079207,1.3110578897913723,-0.4862477762449581,-0.9225176137893224,9.11,-0.710129201261112,-0.20606071609513937,-0.22472748626404962,9.22,0,1,0,0,0,0,0,0,1,0,0
0.7155307796885448,-0.4781961434005717,-1.3451507121551243,1.1432873336257316,0.37742969364548523,6.48,0.7031804289127574,-0.930979976245027,-0.3488143343709763,6.5,0,1,0,0,0,0,0,0,0,0,1
0.13194578771016055,0.8048321603360931,0.41603107826592245,-0.04620453982418138,-0.33375224136369225,10.0,-0.003474386174177282,-0.9019832058390316,1.599349180907773,10.0,1,0,0,0,1,0,0,0,0,0,0
0.2986843568468418,0.6314499571284355,1.3688015550510788,-0.23872345575827084,-1.027446096003791,10.0,0.7031804289127574,-0.4090381089371079,0.9292802011303687,10.0,1,0,0,0,0,0,1,0,0,0,0
1.2991157716669293,1.5831256058460217,0.30054374774650955,0.943892742122567,-0.8059304113288014,10.0,-0.710129201261112,0.48986177364875283,-0.8575704116093757,9.78,1,0,0,0,0,0,0,1,0,0,0
-1.2853320499516299,1.5908314815441402,1.4842888855704917,-1.0844315507544517,-1.8085803524892807,10.0,-0.710129201261112,0.14190052877680673,0.48256754794543255,10.0,1,0,0,0,0,0,0,0,0,0,1
0.04857650314181993,0.7547439682983255,1.5709043834600513,0.8751359864318202,-0.9341763340353741,10.0,1.4098352439996922,0.6638423960847258,0.04826357957118912,8.69,0,1,0,0,0,0,0,0,1,0,0
